# energy of h2o ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      3.0399      3.523591      3.0645      0.4591      0.0000      0.4591      0.0000      0.0000      0.0000      0.4313      0.0278      0.0000      0.0000   342.69011     0.00000
      3.0599      3.523852      2.5112      1.0127      0.0000      1.0127      0.0000      0.0000      0.0000      0.4791      0.5336      0.0000      0.0000   280.81734     0.00000
      3.0799      3.523734      2.2956      1.2281      0.0000      1.2281      0.0000      0.0000      0.0000      0.2288      0.9993      0.0000      0.0000   256.71056    -0.00000
      3.0999      3.524363      1.8055      1.7188      0.0000      1.7188      0.0000      0.0000      0.0000      0.6854      1.0334      0.0000      0.0000   201.90580    -0.00000
      3.1199      3.523207      3.1998      0.3234      0.0000      0.3234      0.0000      0.0000      0.0000      0.0086      0.3148      0.0000      0.0000   357.82308     0.00000
      3.1399      3.523863      2.8428      0.6811      0.0000      0.6811      0.0000      0.0000      0.0000      0.6708      0.0103      0.0000      0.0000   317.89988     0.00000
      3.1599      3.523482      2.8735      0.6500      0.0000      0.6500      0.0000      0.0000      0.0000      0.1927      0.4573      0.0000      0.0000   321.33494     0.00000
      3.1799      3.524033      2.0777      1.4463      0.0000      1.4463      0.0000      0.0000      0.0000      0.5389      0.9074      0.0000      0.0000   232.34441    -0.00000
      3.1999      3.524163      1.9203      1.6039      0.0000      1.6039      0.0000      0.0000      0.0000      0.4955      1.1084      0.0000      0.0000   214.74012    -0.00000
      3.2199      3.523357      3.0558      0.4675      0.0000      0.4675      0.0000      0.0000      0.0000      0.0578      0.4097      0.0000      0.0000   341.72491     0.00000
      3.2399      3.523902      2.8188      0.7051      0.0000      0.7051      0.0000      0.0000      0.0000      0.7046      0.0005      0.0000      0.0000   315.21530     0.00000
      3.2599      3.523278      3.0670      0.4563      0.0000      0.4563      0.0000      0.0000      0.0000      0.0477      0.4086      0.0000      0.0000   342.97200     0.00000
      3.2799      3.524263      1.9131      1.6112      0.0000      1.6112      0.0000      0.0000      0.0000      0.7933      0.8179      0.0000      0.0000   213.93672    -0.00000
      3.2999      3.523890      2.1229      1.4010      0.0000      1.4010      0.0000      0.0000      0.0000      0.2593      1.1417      0.0000      0.0000   237.39934    -0.00000
      3.3199      3.523642      2.7739      0.7497      0.0000      0.7497      0.0000      0.0000      0.0000      0.2214      0.5283      0.0000      0.0000   310.19579     0.00000
      3.3399      3.523761      2.9288      0.5949      0.0000      0.5949      0.0000      0.0000      0.0000      0.5927      0.0022      0.0000      0.0000   327.52193     0.00000
      3.3599      3.523237      3.1566      0.3667      0.0000      0.3667      0.0000      0.0000      0.0000      0.0314      0.3353      0.0000      0.0000   352.98836     0.00000
      3.3799      3.524381      1.8325      1.6919      0.0000      1.6919      0.0000      0.0000      0.0000      0.9120      0.7799      0.0000      0.0000   204.91937    -0.00000
      3.3999      3.523642      2.3267      1.1970      0.0000      1.1970      0.0000      0.0000      0.0000      0.0469      1.1500      0.0000      0.0000   260.18404     0.00000
      3.4199      3.523992      2.4257      1.0983      0.0000      1.0983      0.0000      0.0000      0.0000      0.4503      0.6480      0.0000      0.0000   271.25686     0.00000
      3.4399      3.523452      3.1617      0.3617      0.0000      0.3617      0.0000      0.0000      0.0000      0.3437      0.0180      0.0000      0.0000   353.56352     0.00000
      3.4599      3.523432      3.0315      0.4919      0.0000      0.4919      0.0000      0.0000      0.0000      0.2198      0.2722      0.0000      0.0000   339.00113    -0.00000
      3.4799      3.524220      2.0146      1.5096      0.0000      1.5096      0.0000      0.0000      0.0000      0.8002      0.7094      0.0000      0.0000   225.28484    -0.00000
      3.4999      3.523616      2.3117      1.2119      0.0000      1.2119      0.0000      0.0000      0.0000      0.0250      1.1869      0.0000      0.0000   258.51085     0.00000
