# energy of hf ( 0.0000 ps of eq)
         time    e_total         e_kin       e_pot  e_nonbond    e_bonded    e_boundary       e_vdw      e_elst      e_bond     e_angle   e_tors        e_oop temperature    pressure
      0.0251      4.640938      1.0573      3.5836      0.0000      3.5836      0.0000      0.0000      0.0000      3.5836      0.0000      0.0000      0.0000   177.35121    -0.00000
      0.0253      4.639983      1.7043      2.9357      0.0000      2.9357      0.0000      0.0000      0.0000      2.9357      0.0000      0.0000      0.0000   285.87455    -0.00000
      0.0255      4.638944      2.4087      2.2303      0.0000      2.2303      0.0000      0.0000      0.0000      2.2303      0.0000      0.0000      0.0000   404.02822    -0.00000
      0.0257      4.637918      3.1045      1.5334      0.0000      1.5334      0.0000      0.0000      0.0000      1.5334      0.0000      0.0000      0.0000   520.75623    -0.00000
      0.0259      4.637000      3.7268      0.9102      0.0000      0.9102      0.0000      0.0000      0.0000      0.9102      0.0000      0.0000      0.0000   625.13600    -0.00000
      0.0261      4.636276      4.2172      0.4190      0.0000      0.4190      0.0000      0.0000      0.0000      0.4190      0.0000      0.0000      0.0000   707.40039    -0.00000
      0.0263      4.635815      4.5299      0.1059      0.0000      0.1059      0.0000      0.0000      0.0000      0.1059      0.0000      0.0000      0.0000   759.85169     0.00000
      0.0265      4.635659      4.6356      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000   777.58187     0.00000
      0.0267      4.635823      4.5245      0.1114      0.0000      0.1114      0.0000      0.0000      0.0000      0.1114      0.0000      0.0000      0.0000   758.93187     0.00000
      0.0269      4.636292      4.2068      0.4295      0.0000      0.4295      0.0000      0.0000      0.0000      0.4295      0.0000      0.0000      0.0000   705.64681     0.00000
      0.0271      4.637021      3.7124      0.9246      0.0000      0.9246      0.0000      0.0000      0.0000      0.9246      0.0000      0.0000      0.0000   622.71275     0.00000
      0.0273      4.637943      3.0875      1.5505      0.0000      1.5505      0.0000      0.0000      0.0000      1.5505      0.0000      0.0000      0.0000   517.89007     0.00000
      0.0275      4.638971      2.3905      2.2484      0.0000      2.2484      0.0000      0.0000      0.0000      2.2484      0.0000      0.0000      0.0000   400.98733     0.00000
      0.0277      4.640009      1.6868      2.9532      0.0000      2.9532      0.0000      0.0000      0.0000      2.9532      0.0000      0.0000      0.0000   282.94349     0.00000
      0.0279      4.640960      1.0421      3.5988      0.0000      3.5988      0.0000      0.0000      0.0000      3.5988      0.0000      0.0000      0.0000   174.80424     0.00000
      0.0281      4.641735      0.5168      4.1249      0.0000      4.1249      0.0000      0.0000      0.0000      4.1249      0.0000      0.0000      0.0000    86.68850     0.00000
      0.0283      4.642261      0.1600      4.4822      0.0000      4.4822      0.0000      0.0000      0.0000      4.4822      0.0000      0.0000      0.0000    26.84153     0.00000
      0.0285      4.642490      0.0051      4.6373      0.0000      4.6373      0.0000      0.0000      0.0000      4.6373      0.0000      0.0000      0.0000     0.86338     0.00000
      0.0287      4.642399      0.0667      4.5757      0.0000      4.5757      0.0000      0.0000      0.0000      4.5757      0.0000      0.0000      0.0000    11.18490     0.00000
      0.0289      4.641997      0.3389      4.3031      0.0000      4.3031      0.0000      0.0000      0.0000      4.3031      0.0000      0.0000      0.0000    56.84029     0.00000
      0.0291      4.641323      0.7962      3.8451      0.0000      3.8451      0.0000      0.0000      0.0000      3.8451      0.0000      0.0000      0.0000   133.55742     0.00000
      0.0293      4.640438      1.3960      3.2445      0.0000      3.2445      0.0000      0.0000      0.0000      3.2445      0.0000      0.0000      0.0000   234.15765     0.00000
      0.0295      4.639426      2.0820      2.5575      0.0000      2.5575      0.0000      0.0000      0.0000      2.5575      0.0000      0.0000      0.0000   349.22752     0.00000
      0.0297      4.638382      2.7900      1.8483      0.0000      1.8483      0.0000      0.0000      0.0000      1.8483      0.0000      0.0000      0.0000   467.99959     0.00000
      0.0299      4.637402      3.4539      1.1835      0.0000      1.1835      0.0000      0.0000      0.0000      1.1835      0.0000      0.0000      0.0000   579.36002     0.00000
      0.0301      4.636580      4.0115      0.6251      0.0000      0.6251      0.0000      0.0000      0.0000      0.6251      0.0000      0.0000      0.0000   672.88846     0.00000
      0.0303      4.635991      4.4106      0.2254      0.0000      0.2254      0.0000      0.0000      0.0000      0.2254      0.0000      0.0000      0.0000   739.83320     0.00000
      0.0305      4.635691      4.6139      0.0218      0.0000      0.0218      0.0000      0.0000      0.0000      0.0218      0.0000      0.0000      0.0000   773.93000     0.00000
      0.0307      4.635708      4.6023      0.0334      0.0000      0.0334      0.0000      0.0000      0.0000      0.0334      0.0000      0.0000      0.0000   771.98834     0.00000
      0.0309      4.636041      4.3770      0.2591      0.0000      0.2591      0.0000      0.0000      0.0000      0.2591      0.0000      0.0000      0.0000   734.18989    -0.00000
      0.0311      4.636657      3.9589      0.6777      0.0000      0.6777      0.0000      0.0000      0.0000      0.6777      0.0000      0.0000      0.0000   664.07158    -0.00000
      0.0313      4.637501      3.3874      1.2501      0.0000      1.2501      0.0000      0.0000      0.0000      1.2501      0.0000      0.0000      0.0000   568.19457    -0.00000
      0.0315      4.638491      2.7157      1.9228      0.0000      1.9228      0.0000      0.0000      0.0000      1.9228      0.0000      0.0000      0.0000   455.53038    -0.00000
      0.0317      4.639537      2.0068      2.6327      0.0000      2.6327      0.0000      0.0000      0.0000      2.6327      0.0000      0.0000      0.0000   336.62131    -0.00000
      0.0319      4.640540      1.3270      3.3135      0.0000      3.3135      0.0000      0.0000      0.0000      3.3135      0.0000      0.0000      0.0000   222.59405    -0.00000
      0.0321      4.641406      0.7399      3.9015      0.0000      3.9015      0.0000      0.0000      0.0000      3.9015      0.0000      0.0000      0.0000   124.11847    -0.00000
      0.0323      4.642054      0.3005      4.3415      0.0000      4.3415      0.0000      0.0000      0.0000      4.3415      0.0000      0.0000      0.0000    50.40921    -0.00000
      0.0325      4.642424      0.0499      4.5926      0.0000      4.5926      0.0000      0.0000      0.0000      4.5926      0.0000      0.0000      0.0000     8.36348    -0.00000
      0.0327      4.642480      0.0114      4.6311      0.0000      4.6311      0.0000      0.0000      0.0000      4.6311      0.0000      0.0000      0.0000     1.91562    -0.00000
      0.0329      4.642219      0.1888      4.4534      0.0000      4.4534      0.0000      0.0000      0.0000      4.4534      0.0000      0.0000      0.0000    31.66897    -0.00000
      0.0331      4.641663      0.5654      4.0763      0.0000      4.0763      0.0000      0.0000      0.0000      4.0763      0.0000      0.0000      0.0000    94.83943    -0.00000
      0.0333      4.640866      1.1060      3.5349      0.0000      3.5349      0.0000      0.0000      0.0000      3.5349      0.0000      0.0000      0.0000   185.51594    -0.00000
