# energy [kcal/mol] of h2o
#  conf       e_pot  e_nonbond   e_bonded  e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
   1410  6.60086e-01  0.000e+00  6.601e-01  0.000e+00  0.000e+00  0.000e+00  4.104e-01  2.497e-01  0.000e+00  0.000e+00
   1425  4.64550e-01  0.000e+00  4.646e-01  0.000e+00  0.000e+00  0.000e+00  1.810e-02  4.465e-01  0.000e+00  0.000e+00
   1440  6.24454e-01  0.000e+00  6.245e-01  0.000e+00  0.000e+00  0.000e+00  4.189e-01  2.055e-01  0.000e+00  0.000e+00
   1455  4.35015e-01  0.000e+00  4.350e-01  0.000e+00  0.000e+00  0.000e+00  4.247e-01  1.031e-02  0.000e+00  0.000e+00
   1470  4.78560e-01  0.000e+00  4.786e-01  0.000e+00  0.000e+00  0.000e+00  8.592e-02  3.926e-01  0.000e+00  0.000e+00
   1485  2.30632e-01  0.000e+00  2.306e-01  0.000e+00  0.000e+00  0.000e+00  1.881e-01  4.249e-02  0.000e+00  0.000e+00
   1500  2.97108e-01  0.000e+00  2.971e-01  0.000e+00  0.000e+00  0.000e+00  1.454e-01  1.517e-01  0.000e+00  0.000e+00
   1515  1.46168e+00  0.000e+00  1.462e+00  0.000e+00  0.000e+00  0.000e+00  1.401e+00  6.020e-02  0.000e+00  0.000e+00
   1530  3.73860e-01  0.000e+00  3.739e-01  0.000e+00  0.000e+00  0.000e+00  2.456e-01  1.282e-01  0.000e+00  0.000e+00
   1545  1.58228e-01  0.000e+00  1.582e-01  0.000e+00  0.000e+00  0.000e+00  1.019e-01  5.634e-02  0.000e+00  0.000e+00
   1560  6.89193e-01  0.000e+00  6.892e-01  0.000e+00  0.000e+00  0.000e+00  4.397e-01  2.495e-01  0.000e+00  0.000e+00
   1575  1.22815e+00  0.000e+00  1.228e+00  0.000e+00  0.000e+00  0.000e+00  4.248e-01  8.033e-01  0.000e+00  0.000e+00
   1590  1.69340e-01  0.000e+00  1.693e-01  0.000e+00  0.000e+00  0.000e+00  1.100e-02  1.583e-01  0.000e+00  0.000e+00
   1605  1.38796e+00  0.000e+00  1.388e+00  0.000e+00  0.000e+00  0.000e+00  1.264e+00  1.239e-01  0.000e+00  0.000e+00
   1620  3.33505e-01  0.000e+00  3.335e-01  0.000e+00  0.000e+00  0.000e+00  5.219e-02  2.813e-01  0.000e+00  0.000e+00
   1635  1.36718e+00  0.000e+00  1.367e+00  0.000e+00  0.000e+00  0.000e+00  8.623e-01  5.049e-01  0.000e+00  0.000e+00
   1650  1.95467e+00  0.000e+00  1.955e+00  0.000e+00  0.000e+00  0.000e+00  1.343e+00  6.113e-01  0.000e+00  0.000e+00
   1665  1.18857e+00  0.000e+00  1.189e+00  0.000e+00  0.000e+00  0.000e+00  9.171e-01  2.715e-01  0.000e+00  0.000e+00
   1680  2.12366e-01  0.000e+00  2.124e-01  0.000e+00  0.000e+00  0.000e+00  1.742e-01  3.822e-02  0.000e+00  0.000e+00
   1695  8.30070e-01  0.000e+00  8.301e-01  0.000e+00  0.000e+00  0.000e+00  7.102e-01  1.199e-01  0.000e+00  0.000e+00
   1710  7.84826e-01  0.000e+00  7.848e-01  0.000e+00  0.000e+00  0.000e+00  5.080e-01  2.769e-01  0.000e+00  0.000e+00
   1725  9.50084e-01  0.000e+00  9.501e-01  0.000e+00  0.000e+00  0.000e+00  4.058e-01  5.443e-01  0.000e+00  0.000e+00
   1740  1.13773e+00  0.000e+00  1.138e+00  0.000e+00  0.000e+00  0.000e+00  1.087e+00  5.089e-02  0.000e+00  0.000e+00
   1755  1.04201e+00  0.000e+00  1.042e+00  0.000e+00  0.000e+00  0.000e+00  9.596e-01  8.242e-02  0.000e+00  0.000e+00
   1770  2.65268e-01  0.000e+00  2.653e-01  0.000e+00  0.000e+00  0.000e+00  1.301e-01  1.351e-01  0.000e+00  0.000e+00
   1785  4.42000e-01  0.000e+00  4.420e-01  0.000e+00  0.000e+00  0.000e+00  7.424e-02  3.678e-01  0.000e+00  0.000e+00
   1800  1.67333e+00  0.000e+00  1.673e+00  0.000e+00  0.000e+00  0.000e+00  1.672e+00  1.141e-03  0.000e+00  0.000e+00
   1815  1.39490e-01  0.000e+00  1.395e-01  0.000e+00  0.000e+00  0.000e+00  1.144e-02  1.281e-01  0.000e+00  0.000e+00
   1830  1.63344e+00  0.000e+00  1.633e+00  0.000e+00  0.000e+00  0.000e+00  2.274e-01  1.406e+00  0.000e+00  0.000e+00
   1845  3.68463e-01  0.000e+00  3.685e-01  0.000e+00  0.000e+00  0.000e+00  3.097e-01  5.881e-02  0.000e+00  0.000e+00
   1860  2.91483e-01  0.000e+00  2.915e-01  0.000e+00  0.000e+00  0.000e+00  2.099e-01  8.155e-02  0.000e+00  0.000e+00
   1875  5.67658e-01  0.000e+00  5.677e-01  0.000e+00  0.000e+00  0.000e+00  2.618e-01  3.058e-01  0.000e+00  0.000e+00
   1890  9.91469e-01  0.000e+00  9.915e-01  0.000e+00  0.000e+00  0.000e+00  4.102e-02  9.504e-01  0.000e+00  0.000e+00
   1905  4.66792e-01  0.000e+00  4.668e-01  0.000e+00  0.000e+00  0.000e+00  3.922e-02  4.276e-01  0.000e+00  0.000e+00
   1920  3.85360e-01  0.000e+00  3.854e-01  0.000e+00  0.000e+00  0.000e+00  3.776e-01  7.720e-03  0.000e+00  0.000e+00
   1935  6.81219e-01  0.000e+00  6.812e-01  0.000e+00  0.000e+00  0.000e+00  4.788e-01  2.024e-01  0.000e+00  0.000e+00
   1950  9.40291e-01  0.000e+00  9.403e-01  0.000e+00  0.000e+00  0.000e+00  8.444e-02  8.558e-01  0.000e+00  0.000e+00
   1965  1.09113e+00  0.000e+00  1.091e+00  0.000e+00  0.000e+00  0.000e+00  8.781e-01  2.130e-01  0.000e+00  0.000e+00
   1980  9.58436e-01  0.000e+00  9.584e-01  0.000e+00  0.000e+00  0.000e+00  6.576e-01  3.008e-01  0.000e+00  0.000e+00
   1995  1.72049e+00  0.000e+00  1.720e+00  0.000e+00  0.000e+00  0.000e+00  1.708e+00  1.216e-02  0.000e+00  0.000e+00
   2010  7.56731e-01  0.000e+00  7.567e-01  0.000e+00  0.000e+00  0.000e+00  6.650e-01  9.174e-02  0.000e+00  0.000e+00
   2025  7.25257e-01  0.000e+00  7.253e-01  0.000e+00  0.000e+00  0.000e+00  4.606e-01  2.647e-01  0.000e+00  0.000e+00
   2040  5.20695e-01  0.000e+00  5.207e-01  0.000e+00  0.000e+00  0.000e+00  4.830e-01  3.770e-02  0.000e+00  0.000e+00
   2055  9.64686e-01  0.000e+00  9.647e-01  0.000e+00  0.000e+00  0.000e+00  2.442e-01  7.205e-01  0.000e+00  0.000e+00
   2070  4.26395e-01  0.000e+00  4.264e-01  0.000e+00  0.000e+00  0.000e+00  4.233e-01  3.059e-03  0.000e+00  0.000e+00
   2085  1.03772e+00  0.000e+00  1.038e+00  0.000e+00  0.000e+00  0.000e+00  3.740e-01  6.638e-01  0.000e+00  0.000e+00
   2100  1.06293e+00  0.000e+00  1.063e+00  0.000e+00  0.000e+00  0.000e+00  5.811e-01  4.818e-01  0.000e+00  0.000e+00
   2115  1.16621e+00  0.000e+00  1.166e+00  0.000e+00  0.000e+00  0.000e+00  2.415e-01  9.247e-01  0.000e+00  0.000e+00
   2130  5.44905e-01  0.000e+00  5.449e-01  0.000e+00  0.000e+00  0.000e+00  4.742e-01  7.070e-02  0.000e+00  0.000e+00
   2145  1.09231e+00  0.000e+00  1.092e+00  0.000e+00  0.000e+00  0.000e+00  1.023e+00  6.903e-02  0.000e+00  0.000e+00
   2160  1.13310e+00  0.000e+00  1.133e+00  0.000e+00  0.000e+00  0.000e+00  7.824e-01  3.507e-01  0.000e+00  0.000e+00
   2175  6.48349e-01  0.000e+00  6.483e-01  0.000e+00  0.000e+00  0.000e+00  5.690e-01  7.931e-02  0.000e+00  0.000e+00
   2190  9.48909e-02  0.000e+00  9.489e-02  0.000e+00  0.000e+00  0.000e+00  9.421e-02  6.852e-04  0.000e+00  0.000e+00
   2205  1.61264e-01  0.000e+00  1.613e-01  0.000e+00  0.000e+00  0.000e+00  1.533e-01  8.008e-03  0.000e+00  0.000e+00
   2220  2.20338e-01  0.000e+00  2.203e-01  0.000e+00  0.000e+00  0.000e+00  1.088e-01  1.116e-01  0.000e+00  0.000e+00
   2235  1.29842e-01  0.000e+00  1.298e-01  0.000e+00  0.000e+00  0.000e+00  8.519e-02  4.465e-02  0.000e+00  0.000e+00
   2250  1.35270e+00  0.000e+00  1.353e+00  0.000e+00  0.000e+00  0.000e+00  1.219e+00  1.334e-01  0.000e+00  0.000e+00
   2265  2.27611e-01  0.000e+00  2.276e-01  0.000e+00  0.000e+00  0.000e+00  1.083e-01  1.193e-01  0.000e+00  0.000e+00
   2280  2.78936e-01  0.000e+00  2.789e-01  0.000e+00  0.000e+00  0.000e+00  2.742e-01  4.748e-03  0.000e+00  0.000e+00
   2295  6.10832e-01  0.000e+00  6.108e-01  0.000e+00  0.000e+00  0.000e+00  5.454e-01  6.538e-02  0.000e+00  0.000e+00
   2310  9.47419e-01  0.000e+00  9.474e-01  0.000e+00  0.000e+00  0.000e+00  9.115e-01  3.592e-02  0.000e+00  0.000e+00
   2325  1.02600e+00  0.000e+00  1.026e+00  0.000e+00  0.000e+00  0.000e+00  7.410e-01  2.850e-01  0.000e+00  0.000e+00
   2340  1.21407e+00  0.000e+00  1.214e+00  0.000e+00  0.000e+00  0.000e+00  7.233e-01  4.907e-01  0.000e+00  0.000e+00
   2355  9.34207e-01  0.000e+00  9.342e-01  0.000e+00  0.000e+00  0.000e+00  6.556e-01  2.786e-01  0.000e+00  0.000e+00
   2370  2.03956e+00  0.000e+00  2.040e+00  0.000e+00  0.000e+00  0.000e+00  1.860e+00  1.796e-01  0.000e+00  0.000e+00
   2385  1.14368e+00  0.000e+00  1.144e+00  0.000e+00  0.000e+00  0.000e+00  9.391e-01  2.046e-01  0.000e+00  0.000e+00
   2400  6.81253e-01  0.000e+00  6.813e-01  0.000e+00  0.000e+00  0.000e+00  4.876e-01  1.937e-01  0.000e+00  0.000e+00
