#
# INPUTFILE /home/tmpchem/coding/compchem/input/mc/benzene_2.mc
#
# -- INPUT DATA --
#
# MOLFILE /home/tmpchem/coding/compchem/geom/xyzq/benzene_2.xyzq
# ENERGYOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.dat
# GEOMOUT /home/tmpchem/coding/compchem/data/mc/benzene_2.xyz
# RANDOMSEED 558222221
# TEMPERATURE 15.000000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 2.000000 s
# ENERGYCONF 25
# GEOMCONF 100
# TOTALCONF 20000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
  12825  2.30093e+00  1.309e+00  9.923e-01  0.000e+00 -6.369e-01  1.945e+00  2.979e-01  3.509e-01  3.236e-01  1.989e-02
  12850  2.26054e+00  1.308e+00  9.523e-01  0.000e+00 -6.371e-01  1.945e+00  2.836e-01  2.865e-01  3.587e-01  2.353e-02
  12875  2.16953e+00  1.306e+00  8.635e-01  0.000e+00 -6.386e-01  1.945e+00  3.623e-01  1.792e-01  3.047e-01  1.731e-02
  12900  2.29699e+00  1.304e+00  9.931e-01  0.000e+00 -6.376e-01  1.941e+00  4.411e-01  2.374e-01  2.952e-01  1.940e-02
  12925  2.19820e+00  1.306e+00  8.922e-01  0.000e+00 -6.392e-01  1.945e+00  3.056e-01  2.875e-01  2.778e-01  2.139e-02
  12950  2.27622e+00  1.304e+00  9.722e-01  0.000e+00 -6.404e-01  1.944e+00  4.112e-01  2.896e-01  2.524e-01  1.906e-02
  12975  2.23127e+00  1.304e+00  9.273e-01  0.000e+00 -6.396e-01  1.944e+00  2.591e-01  3.464e-01  2.987e-01  2.318e-02
  13000  2.21127e+00  1.306e+00  9.055e-01  0.000e+00 -6.392e-01  1.945e+00  3.413e-01  3.410e-01  2.067e-01  1.651e-02
  13025  2.15222e+00  1.301e+00  8.513e-01  0.000e+00 -6.383e-01  1.939e+00  2.636e-01  3.173e-01  2.498e-01  2.063e-02
  13050  2.33641e+00  1.301e+00  1.035e+00  0.000e+00 -6.382e-01  1.940e+00  4.469e-01  3.610e-01  2.121e-01  1.510e-02
  13075  2.31645e+00  1.308e+00  1.009e+00  0.000e+00 -6.372e-01  1.945e+00  4.955e-01  3.487e-01  1.550e-01  9.645e-03
  13100  2.42766e+00  1.299e+00  1.129e+00  0.000e+00 -6.361e-01  1.935e+00  5.037e-01  4.055e-01  2.043e-01  1.553e-02
  13125  2.42930e+00  1.299e+00  1.131e+00  0.000e+00 -6.373e-01  1.936e+00  5.042e-01  4.253e-01  1.864e-01  1.475e-02
  13150  2.33833e+00  1.300e+00  1.039e+00  0.000e+00 -6.377e-01  1.937e+00  4.635e-01  3.490e-01  2.107e-01  1.537e-02
  13175  2.46570e+00  1.300e+00  1.166e+00  0.000e+00 -6.357e-01  1.936e+00  4.722e-01  3.638e-01  3.048e-01  2.478e-02
  13200  2.35035e+00  1.298e+00  1.052e+00  0.000e+00 -6.367e-01  1.935e+00  3.172e-01  3.895e-01  3.218e-01  2.350e-02
  13225  2.37644e+00  1.303e+00  1.073e+00  0.000e+00 -6.371e-01  1.941e+00  2.980e-01  4.595e-01  2.939e-01  2.166e-02
  13250  2.36696e+00  1.303e+00  1.064e+00  0.000e+00 -6.359e-01  1.938e+00  4.032e-01  3.933e-01  2.521e-01  1.594e-02
  13275  2.44364e+00  1.307e+00  1.137e+00  0.000e+00 -6.352e-01  1.942e+00  5.220e-01  3.418e-01  2.563e-01  1.698e-02
  13300  2.44638e+00  1.306e+00  1.140e+00  0.000e+00 -6.376e-01  1.944e+00  5.495e-01  1.956e-01  3.686e-01  2.644e-02
  13325  2.46937e+00  1.304e+00  1.165e+00  0.000e+00 -6.382e-01  1.942e+00  6.279e-01  2.098e-01  3.063e-01  2.127e-02
  13350  2.30946e+00  1.304e+00  1.006e+00  0.000e+00 -6.374e-01  1.941e+00  4.923e-01  2.263e-01  2.703e-01  1.692e-02
  13375  2.23137e+00  1.307e+00  9.248e-01  0.000e+00 -6.381e-01  1.945e+00  3.197e-01  3.583e-01  2.331e-01  1.377e-02
  13400  2.31574e+00  1.303e+00  1.013e+00  0.000e+00 -6.371e-01  1.940e+00  4.430e-01  2.516e-01  2.978e-01  2.064e-02
  13425  2.24991e+00  1.301e+00  9.485e-01  0.000e+00 -6.368e-01  1.938e+00  3.522e-01  2.073e-01  3.610e-01  2.796e-02
  13450  2.16428e+00  1.307e+00  8.568e-01  0.000e+00 -6.359e-01  1.943e+00  2.723e-01  2.314e-01  3.299e-01  2.323e-02
  13475  2.17546e+00  1.308e+00  8.678e-01  0.000e+00 -6.352e-01  1.943e+00  2.328e-01  2.018e-01  4.015e-01  3.164e-02
  13500  2.27846e+00  1.307e+00  9.713e-01  0.000e+00 -6.356e-01  1.943e+00  2.675e-01  2.822e-01  3.954e-01  2.617e-02
  13525  2.20918e+00  1.304e+00  9.052e-01  0.000e+00 -6.365e-01  1.941e+00  1.835e-01  3.045e-01  3.899e-01  2.732e-02
  13550  2.44373e+00  1.305e+00  1.139e+00  0.000e+00 -6.359e-01  1.941e+00  3.469e-01  3.283e-01  4.352e-01  2.831e-02
  13575  2.44233e+00  1.306e+00  1.137e+00  0.000e+00 -6.371e-01  1.943e+00  2.984e-01  3.663e-01  4.429e-01  2.889e-02
  13600  2.45447e+00  1.308e+00  1.147e+00  0.000e+00 -6.369e-01  1.945e+00  3.146e-01  3.179e-01  4.817e-01  3.268e-02
  13625  2.41674e+00  1.302e+00  1.114e+00  0.000e+00 -6.360e-01  1.938e+00  3.132e-01  3.244e-01  4.452e-01  3.167e-02
  13650  2.33776e+00  1.304e+00  1.034e+00  0.000e+00 -6.347e-01  1.939e+00  3.716e-01  2.724e-01  3.646e-01  2.500e-02
  13675  2.42402e+00  1.308e+00  1.116e+00  0.000e+00 -6.352e-01  1.944e+00  3.253e-01  3.653e-01  3.986e-01  2.648e-02
  13700  2.33227e+00  1.306e+00  1.026e+00  0.000e+00 -6.343e-01  1.940e+00  2.937e-01  2.873e-01  4.141e-01  3.101e-02
  13725  2.27439e+00  1.307e+00  9.673e-01  0.000e+00 -6.334e-01  1.940e+00  2.143e-01  3.107e-01  4.119e-01  3.039e-02
  13750  2.24403e+00  1.305e+00  9.390e-01  0.000e+00 -6.330e-01  1.938e+00  1.916e-01  3.554e-01  3.647e-01  2.727e-02
  13775  2.27112e+00  1.308e+00  9.635e-01  0.000e+00 -6.327e-01  1.940e+00  2.604e-01  3.089e-01  3.675e-01  2.667e-02
  13800  2.25946e+00  1.307e+00  9.525e-01  0.000e+00 -6.317e-01  1.939e+00  1.937e-01  3.241e-01  4.045e-01  3.017e-02
  13825  2.44211e+00  1.312e+00  1.130e+00  0.000e+00 -6.330e-01  1.945e+00  4.072e-01  3.609e-01  3.382e-01  2.347e-02
  13850  2.35438e+00  1.312e+00  1.042e+00  0.000e+00 -6.327e-01  1.945e+00  2.830e-01  4.356e-01  3.023e-01  2.102e-02
  13875  2.32654e+00  1.311e+00  1.016e+00  0.000e+00 -6.329e-01  1.944e+00  2.717e-01  4.580e-01  2.663e-01  1.958e-02
  13900  2.54648e+00  1.311e+00  1.235e+00  0.000e+00 -6.331e-01  1.944e+00  4.871e-01  4.980e-01  2.342e-01  1.608e-02
  13925  2.52444e+00  1.310e+00  1.214e+00  0.000e+00 -6.328e-01  1.943e+00  5.485e-01  3.569e-01  2.871e-01  2.176e-02
  13950  2.44490e+00  1.317e+00  1.127e+00  0.000e+00 -6.316e-01  1.949e+00  4.682e-01  3.470e-01  2.879e-01  2.433e-02
  13975  2.47131e+00  1.313e+00  1.159e+00  0.000e+00 -6.310e-01  1.944e+00  4.895e-01  3.958e-01  2.567e-01  1.656e-02
  14000  2.44753e+00  1.310e+00  1.137e+00  0.000e+00 -6.317e-01  1.942e+00  5.591e-01  3.005e-01  2.626e-01  1.513e-02
  14025  2.60761e+00  1.314e+00  1.293e+00  0.000e+00 -6.329e-01  1.947e+00  4.482e-01  3.922e-01  4.242e-01  2.859e-02
  14050  2.57021e+00  1.316e+00  1.254e+00  0.000e+00 -6.319e-01  1.948e+00  4.086e-01  4.508e-01  3.722e-01  2.255e-02
  14075  2.49101e+00  1.314e+00  1.177e+00  0.000e+00 -6.316e-01  1.946e+00  3.650e-01  4.236e-01  3.651e-01  2.300e-02
  14100  2.63554e+00  1.313e+00  1.322e+00  0.000e+00 -6.314e-01  1.945e+00  4.946e-01  3.891e-01  4.104e-01  2.817e-02
  14125  2.53479e+00  1.309e+00  1.226e+00  0.000e+00 -6.321e-01  1.941e+00  5.291e-01  3.131e-01  3.610e-01  2.269e-02
  14150  2.38408e+00  1.306e+00  1.079e+00  0.000e+00 -6.321e-01  1.938e+00  3.639e-01  3.928e-01  3.040e-01  1.788e-02
  14175  2.40673e+00  1.311e+00  1.096e+00  0.000e+00 -6.308e-01  1.941e+00  3.064e-01  4.456e-01  3.214e-01  2.265e-02
  14200  2.27311e+00  1.313e+00  9.600e-01  0.000e+00 -6.309e-01  1.944e+00  2.739e-01  4.354e-01  2.353e-01  1.545e-02
  14225  2.40177e+00  1.313e+00  1.089e+00  0.000e+00 -6.316e-01  1.944e+00  4.291e-01  3.686e-01  2.728e-01  1.866e-02
  14250  2.22544e+00  1.310e+00  9.154e-01  0.000e+00 -6.324e-01  1.942e+00  3.431e-01  3.002e-01  2.563e-01  1.576e-02
  14275  2.17516e+00  1.307e+00  8.684e-01  0.000e+00 -6.329e-01  1.940e+00  3.661e-01  2.764e-01  2.112e-01  1.463e-02
  14300  2.27202e+00  1.306e+00  9.662e-01  0.000e+00 -6.339e-01  1.940e+00  3.470e-01  3.488e-01  2.534e-01  1.706e-02
  14325  2.43770e+00  1.310e+00  1.128e+00  0.000e+00 -6.353e-01  1.945e+00  5.372e-01  3.378e-01  2.369e-01  1.626e-02
  14350  2.38827e+00  1.312e+00  1.077e+00  0.000e+00 -6.348e-01  1.946e+00  4.605e-01  3.613e-01  2.400e-01  1.488e-02
  14375  2.30243e+00  1.311e+00  9.912e-01  0.000e+00 -6.334e-01  1.945e+00  3.266e-01  4.409e-01  2.107e-01  1.310e-02
  14400  2.50837e+00  1.307e+00  1.202e+00  0.000e+00 -6.334e-01  1.940e+00  4.927e-01  4.572e-01  2.359e-01  1.602e-02
  14425  2.31090e+00  1.314e+00  9.969e-01  0.000e+00 -6.322e-01  1.946e+00  3.045e-01  4.581e-01  2.183e-01  1.604e-02
  14450  2.19107e+00  1.317e+00  8.736e-01  0.000e+00 -6.347e-01  1.952e+00  2.438e-01  4.456e-01  1.721e-01  1.206e-02
  14475  2.17620e+00  1.311e+00  8.653e-01  0.000e+00 -6.347e-01  1.946e+00  3.434e-01  3.810e-01  1.330e-01  7.916e-03
  14500  2.15680e+00  1.308e+00  8.493e-01  0.000e+00 -6.356e-01  1.943e+00  3.965e-01  2.934e-01  1.516e-01  7.852e-03
  14525  2.02199e+00  1.307e+00  7.148e-01  0.000e+00 -6.356e-01  1.943e+00  2.785e-01  2.698e-01  1.579e-01  8.568e-03
  14550  2.27025e+00  1.304e+00  9.661e-01  0.000e+00 -6.352e-01  1.939e+00  4.833e-01  2.827e-01  1.895e-01  1.054e-02
  14575  2.14693e+00  1.309e+00  8.377e-01  0.000e+00 -6.357e-01  1.945e+00  2.226e-01  3.129e-01  2.832e-01  1.905e-02
  14600  2.19084e+00  1.313e+00  8.778e-01  0.000e+00 -6.357e-01  1.949e+00  2.659e-01  3.461e-01  2.490e-01  1.678e-02
  14625  2.46392e+00  1.309e+00  1.155e+00  0.000e+00 -6.368e-01  1.946e+00  4.641e-01  3.262e-01  3.389e-01  2.549e-02
  14650  2.33764e+00  1.312e+00  1.026e+00  0.000e+00 -6.371e-01  1.949e+00  2.934e-01  4.103e-01  3.000e-01  2.193e-02
  14675  2.26790e+00  1.313e+00  9.553e-01  0.000e+00 -6.357e-01  1.948e+00  1.627e-01  4.699e-01  2.993e-01  2.350e-02
  14700  2.41739e+00  1.307e+00  1.110e+00  0.000e+00 -6.358e-01  1.943e+00  5.053e-01  3.699e-01  2.191e-01  1.567e-02
  14725  2.29194e+00  1.309e+00  9.832e-01  0.000e+00 -6.376e-01  1.946e+00  4.064e-01  2.376e-01  3.177e-01  2.151e-02
  14750  2.23090e+00  1.306e+00  9.245e-01  0.000e+00 -6.385e-01  1.945e+00  2.316e-01  3.044e-01  3.615e-01  2.705e-02
  14775  2.47740e+00  1.311e+00  1.167e+00  0.000e+00 -6.404e-01  1.951e+00  3.370e-01  4.319e-01  3.696e-01  2.818e-02
  14800  2.45506e+00  1.309e+00  1.147e+00  0.000e+00 -6.397e-01  1.948e+00  3.594e-01  4.962e-01  2.724e-01  1.847e-02
  14825  2.25678e+00  1.310e+00  9.466e-01  0.000e+00 -6.413e-01  1.952e+00  2.327e-01  4.132e-01  2.794e-01  2.123e-02
  14850  2.26873e+00  1.306e+00  9.627e-01  0.000e+00 -6.399e-01  1.946e+00  4.244e-01  3.373e-01  1.892e-01  1.177e-02
  14875  2.13980e+00  1.302e+00  8.380e-01  0.000e+00 -6.399e-01  1.942e+00  3.636e-01  2.449e-01  2.160e-01  1.345e-02
  14900  2.09552e+00  1.303e+00  7.929e-01  0.000e+00 -6.414e-01  1.944e+00  2.874e-01  2.863e-01  2.043e-01  1.503e-02
  14925  2.08778e+00  1.299e+00  7.891e-01  0.000e+00 -6.429e-01  1.942e+00  3.668e-01  2.390e-01  1.707e-01  1.253e-02
  14950  2.10974e+00  1.298e+00  8.117e-01  0.000e+00 -6.433e-01  1.941e+00  2.730e-01  3.365e-01  1.870e-01  1.518e-02
  14975  2.25164e+00  1.299e+00  9.528e-01  0.000e+00 -6.438e-01  1.943e+00  2.409e-01  5.076e-01  1.885e-01  1.570e-02
  15000  2.03507e+00  1.300e+00  7.352e-01  0.000e+00 -6.448e-01  1.945e+00  2.399e-01  2.751e-01  2.014e-01  1.890e-02
  15025  2.06026e+00  1.302e+00  7.584e-01  0.000e+00 -6.451e-01  1.947e+00  3.172e-01  2.603e-01  1.668e-01  1.418e-02
  15050  1.94137e+00  1.299e+00  6.422e-01  0.000e+00 -6.444e-01  1.944e+00  2.192e-01  2.589e-01  1.534e-01  1.067e-02
  15075  2.07597e+00  1.303e+00  7.730e-01  0.000e+00 -6.444e-01  1.947e+00  3.236e-01  2.692e-01  1.667e-01  1.348e-02
  15100  2.20530e+00  1.299e+00  9.061e-01  0.000e+00 -6.462e-01  1.945e+00  3.346e-01  2.872e-01  2.601e-01  2.419e-02
  15125  2.41460e+00  1.302e+00  1.112e+00  0.000e+00 -6.458e-01  1.948e+00  4.580e-01  3.464e-01  2.815e-01  2.629e-02
  15150  2.20586e+00  1.299e+00  9.065e-01  0.000e+00 -6.455e-01  1.945e+00  3.693e-01  3.476e-01  1.745e-01  1.517e-02
  15175  2.24733e+00  1.298e+00  9.493e-01  0.000e+00 -6.433e-01  1.941e+00  4.098e-01  3.782e-01  1.488e-01  1.245e-02
  15200  2.26530e+00  1.296e+00  9.691e-01  0.000e+00 -6.433e-01  1.939e+00  4.477e-01  3.792e-01  1.325e-01  9.673e-03
  15225  2.21584e+00  1.296e+00  9.197e-01  0.000e+00 -6.449e-01  1.941e+00  3.669e-01  3.920e-01  1.516e-01  9.249e-03
  15250  2.23388e+00  1.298e+00  9.363e-01  0.000e+00 -6.455e-01  1.943e+00  3.973e-01  3.272e-01  1.996e-01  1.223e-02
  15275  2.28244e+00  1.298e+00  9.842e-01  0.000e+00 -6.450e-01  1.943e+00  4.542e-01  2.944e-01  2.217e-01  1.393e-02
  15300  2.13370e+00  1.298e+00  8.358e-01  0.000e+00 -6.458e-01  1.944e+00  4.304e-01  1.699e-01  2.209e-01  1.464e-02
  15325  2.21333e+00  1.304e+00  9.096e-01  0.000e+00 -6.455e-01  1.949e+00  5.271e-01  1.928e-01  1.760e-01  1.375e-02
  15350  2.23339e+00  1.299e+00  9.342e-01  0.000e+00 -6.454e-01  1.945e+00  4.357e-01  2.055e-01  2.697e-01  2.327e-02
  15375  2.35143e+00  1.302e+00  1.049e+00  0.000e+00 -6.470e-01  1.949e+00  4.467e-01  2.305e-01  3.419e-01  3.025e-02
  15400  2.11408e+00  1.301e+00  8.129e-01  0.000e+00 -6.466e-01  1.948e+00  3.718e-01  1.503e-01  2.687e-01  2.217e-02
  15425  2.20797e+00  1.297e+00  9.112e-01  0.000e+00 -6.468e-01  1.944e+00  5.028e-01  2.368e-01  1.611e-01  1.053e-02
  15450  2.29461e+00  1.290e+00  1.005e+00  0.000e+00 -6.486e-01  1.939e+00  3.800e-01  4.147e-01  1.941e-01  1.580e-02
  15475  2.15451e+00  1.296e+00  8.582e-01  0.000e+00 -6.482e-01  1.945e+00  2.567e-01  3.896e-01  1.998e-01  1.217e-02
  15500  2.33510e+00  1.296e+00  1.039e+00  0.000e+00 -6.488e-01  1.945e+00  4.222e-01  3.845e-01  2.204e-01  1.182e-02
  15525  2.23992e+00  1.294e+00  9.461e-01  0.000e+00 -6.505e-01  1.944e+00  3.743e-01  2.745e-01  2.809e-01  1.643e-02
  15550  2.21220e+00  1.294e+00  9.177e-01  0.000e+00 -6.511e-01  1.946e+00  3.648e-01  3.037e-01  2.361e-01  1.313e-02
  15575  2.21081e+00  1.297e+00  9.140e-01  0.000e+00 -6.501e-01  1.947e+00  3.756e-01  3.414e-01  1.885e-01  8.529e-03
  15600  2.21353e+00  1.292e+00  9.220e-01  0.000e+00 -6.511e-01  1.943e+00  2.758e-01  4.086e-01  2.264e-01  1.124e-02
  15625  2.28945e+00  1.292e+00  9.972e-01  0.000e+00 -6.516e-01  1.944e+00  4.314e-01  3.374e-01  2.153e-01  1.305e-02
  15650  2.03660e+00  1.292e+00  7.443e-01  0.000e+00 -6.504e-01  1.943e+00  2.525e-01  2.239e-01  2.500e-01  1.793e-02
  15675  2.15953e+00  1.291e+00  8.682e-01  0.000e+00 -6.497e-01  1.941e+00  3.609e-01  3.187e-01  1.777e-01  1.097e-02
  15700  2.32998e+00  1.294e+00  1.036e+00  0.000e+00 -6.504e-01  1.944e+00  3.612e-01  4.362e-01  2.223e-01  1.620e-02
  15725  2.04915e+00  1.291e+00  7.580e-01  0.000e+00 -6.486e-01  1.940e+00  1.918e-01  3.808e-01  1.752e-01  1.019e-02
  15750  2.04448e+00  1.292e+00  7.527e-01  0.000e+00 -6.492e-01  1.941e+00  1.941e-01  3.904e-01  1.587e-01  9.597e-03
  15775  2.11315e+00  1.290e+00  8.231e-01  0.000e+00 -6.509e-01  1.941e+00  2.983e-01  3.826e-01  1.338e-01  8.393e-03
  15800  2.02820e+00  1.295e+00  7.334e-01  0.000e+00 -6.488e-01  1.944e+00  2.255e-01  3.620e-01  1.368e-01  9.059e-03
  15825  2.09880e+00  1.297e+00  8.014e-01  0.000e+00 -6.508e-01  1.948e+00  2.959e-01  3.860e-01  1.113e-01  8.108e-03
  15850  2.10865e+00  1.298e+00  8.107e-01  0.000e+00 -6.508e-01  1.949e+00  3.111e-01  3.279e-01  1.588e-01  1.302e-02
  15875  2.17014e+00  1.297e+00  8.735e-01  0.000e+00 -6.525e-01  1.949e+00  4.578e-01  2.041e-01  1.965e-01  1.514e-02
  15900  2.07816e+00  1.289e+00  7.891e-01  0.000e+00 -6.542e-01  1.943e+00  3.276e-01  2.800e-01  1.688e-01  1.271e-02
  15925  1.97387e+00  1.290e+00  6.836e-01  0.000e+00 -6.531e-01  1.943e+00  3.403e-01  2.039e-01  1.306e-01  8.795e-03
  15950  1.91327e+00  1.292e+00  6.215e-01  0.000e+00 -6.531e-01  1.945e+00  2.620e-01  1.880e-01  1.589e-01  1.261e-02
  15975  1.87352e+00  1.292e+00  5.817e-01  0.000e+00 -6.523e-01  1.944e+00  2.106e-01  1.823e-01  1.736e-01  1.526e-02
  16000  1.80882e+00  1.290e+00  5.183e-01  0.000e+00 -6.519e-01  1.942e+00  1.632e-01  1.868e-01  1.540e-01  1.442e-02
  16025  1.97519e+00  1.292e+00  6.835e-01  0.000e+00 -6.532e-01  1.945e+00  3.099e-01  2.682e-01  9.754e-02  7.787e-03
  16050  2.01834e+00  1.290e+00  7.279e-01  0.000e+00 -6.526e-01  1.943e+00  3.628e-01  2.517e-01  1.053e-01  8.172e-03
  16075  2.21681e+00  1.289e+00  9.277e-01  0.000e+00 -6.527e-01  1.942e+00  4.313e-01  3.368e-01  1.480e-01  1.157e-02
  16100  2.12351e+00  1.285e+00  8.386e-01  0.000e+00 -6.529e-01  1.938e+00  3.325e-01  3.435e-01  1.519e-01  1.078e-02
  16125  2.22749e+00  1.289e+00  9.381e-01  0.000e+00 -6.504e-01  1.940e+00  5.207e-01  2.705e-01  1.363e-01  1.066e-02
  16150  2.12752e+00  1.288e+00  8.393e-01  0.000e+00 -6.516e-01  1.940e+00  3.417e-01  3.612e-01  1.268e-01  9.670e-03
  16175  2.34840e+00  1.292e+00  1.057e+00  0.000e+00 -6.535e-01  1.945e+00  6.254e-01  3.195e-01  1.048e-01  7.168e-03
  16200  2.09941e+00  1.290e+00  8.091e-01  0.000e+00 -6.517e-01  1.942e+00  4.489e-01  2.570e-01  9.693e-02  6.268e-03
  16225  2.31746e+00  1.280e+00  1.037e+00  0.000e+00 -6.538e-01  1.934e+00  5.654e-01  3.739e-01  9.186e-02  6.193e-03
  16250  2.26550e+00  1.287e+00  9.781e-01  0.000e+00 -6.526e-01  1.940e+00  4.785e-01  3.714e-01  1.187e-01  9.455e-03
  16275  2.15533e+00  1.290e+00  8.650e-01  0.000e+00 -6.520e-01  1.942e+00  3.643e-01  3.773e-01  1.152e-01  8.175e-03
  16300  2.24051e+00  1.287e+00  9.540e-01  0.000e+00 -6.513e-01  1.938e+00  3.878e-01  4.631e-01  9.748e-02  5.634e-03
  16325  1.95895e+00  1.291e+00  6.681e-01  0.000e+00 -6.518e-01  1.943e+00  2.514e-01  3.029e-01  1.070e-01  6.774e-03
  16350  2.02001e+00  1.291e+00  7.288e-01  0.000e+00 -6.536e-01  1.945e+00  3.854e-01  2.154e-01  1.212e-01  6.889e-03
  16375  2.24611e+00  1.287e+00  9.592e-01  0.000e+00 -6.542e-01  1.941e+00  5.358e-01  2.720e-01  1.440e-01  7.360e-03
  16400  2.31386e+00  1.291e+00  1.023e+00  0.000e+00 -6.521e-01  1.943e+00  3.145e-01  4.141e-01  2.748e-01  1.967e-02
  16425  2.44212e+00  1.290e+00  1.152e+00  0.000e+00 -6.514e-01  1.942e+00  4.838e-01  3.753e-01  2.734e-01  1.935e-02
  16450  2.37984e+00  1.293e+00  1.087e+00  0.000e+00 -6.516e-01  1.945e+00  3.845e-01  3.994e-01  2.824e-01  2.040e-02
  16475  2.26355e+00  1.291e+00  9.722e-01  0.000e+00 -6.526e-01  1.944e+00  3.316e-01  3.786e-01  2.455e-01  1.651e-02
  16500  2.43127e+00  1.293e+00  1.138e+00  0.000e+00 -6.514e-01  1.944e+00  3.373e-01  4.784e-01  2.997e-01  2.313e-02
  16525  2.38991e+00  1.293e+00  1.097e+00  0.000e+00 -6.510e-01  1.944e+00  3.495e-01  4.012e-01  3.206e-01  2.573e-02
  16550  2.24272e+00  1.296e+00  9.468e-01  0.000e+00 -6.496e-01  1.946e+00  3.820e-01  2.942e-01  2.509e-01  1.975e-02
  16575  2.29837e+00  1.293e+00  1.005e+00  0.000e+00 -6.487e-01  1.942e+00  3.507e-01  2.893e-01  3.382e-01  2.686e-02
  16600  2.25524e+00  1.295e+00  9.603e-01  0.000e+00 -6.494e-01  1.944e+00  3.615e-01  3.090e-01  2.687e-01  2.111e-02
  16625  2.36788e+00  1.298e+00  1.070e+00  0.000e+00 -6.493e-01  1.948e+00  4.971e-01  2.992e-01  2.521e-01  2.106e-02
  16650  2.23047e+00  1.299e+00  9.314e-01  0.000e+00 -6.515e-01  1.951e+00  3.293e-01  3.088e-01  2.727e-01  2.057e-02
  16675  2.12397e+00  1.295e+00  8.293e-01  0.000e+00 -6.508e-01  1.945e+00  2.626e-01  3.887e-01  1.646e-01  1.347e-02
  16700  2.18900e+00  1.293e+00  8.965e-01  0.000e+00 -6.500e-01  1.943e+00  4.238e-01  3.139e-01  1.473e-01  1.147e-02
  16725  2.17087e+00  1.298e+00  8.726e-01  0.000e+00 -6.478e-01  1.946e+00  3.249e-01  2.998e-01  2.280e-01  1.998e-02
  16750  2.12684e+00  1.293e+00  8.339e-01  0.000e+00 -6.491e-01  1.942e+00  2.551e-01  3.401e-01  2.205e-01  1.812e-02
  16775  2.24451e+00  1.298e+00  9.468e-01  0.000e+00 -6.506e-01  1.948e+00  4.722e-01  2.599e-01  1.997e-01  1.497e-02
  16800  2.28407e+00  1.297e+00  9.875e-01  0.000e+00 -6.493e-01  1.946e+00  3.723e-01  4.036e-01  1.960e-01  1.570e-02
  16825  2.08223e+00  1.293e+00  7.894e-01  0.000e+00 -6.516e-01  1.944e+00  1.893e-01  3.844e-01  2.004e-01  1.531e-02
  16850  2.38906e+00  1.294e+00  1.095e+00  0.000e+00 -6.538e-01  1.948e+00  3.677e-01  4.690e-01  2.405e-01  1.818e-02
  16875  2.39527e+00  1.293e+00  1.102e+00  0.000e+00 -6.547e-01  1.948e+00  3.256e-01  4.765e-01  2.774e-01  2.275e-02
  16900  2.44571e+00  1.294e+00  1.152e+00  0.000e+00 -6.535e-01  1.947e+00  3.007e-01  4.920e-01  3.292e-01  3.009e-02
  16925  2.39455e+00  1.292e+00  1.102e+00  0.000e+00 -6.525e-01  1.945e+00  2.684e-01  5.428e-01  2.664e-01  2.484e-02
  16950  2.34617e+00  1.292e+00  1.054e+00  0.000e+00 -6.524e-01  1.944e+00  3.169e-01  4.434e-01  2.696e-01  2.427e-02
  16975  2.18719e+00  1.291e+00  8.965e-01  0.000e+00 -6.511e-01  1.942e+00  2.539e-01  3.898e-01  2.312e-01  2.159e-02
  17000  2.18600e+00  1.293e+00  8.926e-01  0.000e+00 -6.505e-01  1.944e+00  3.580e-01  3.854e-01  1.371e-01  1.212e-02
  17025  1.98839e+00  1.291e+00  6.975e-01  0.000e+00 -6.517e-01  1.943e+00  2.144e-01  3.279e-01  1.425e-01  1.274e-02
  17050  2.07143e+00  1.290e+00  7.816e-01  0.000e+00 -6.519e-01  1.942e+00  2.954e-01  3.087e-01  1.623e-01  1.517e-02
  17075  2.09984e+00  1.292e+00  8.074e-01  0.000e+00 -6.531e-01  1.946e+00  2.826e-01  3.323e-01  1.773e-01  1.526e-02
  17100  1.90926e+00  1.294e+00  6.152e-01  0.000e+00 -6.532e-01  1.947e+00  1.973e-01  2.578e-01  1.483e-01  1.177e-02
  17125  1.86222e+00  1.293e+00  5.692e-01  0.000e+00 -6.527e-01  1.946e+00  1.836e-01  2.896e-01  9.132e-02  4.609e-03
  17150  1.98646e+00  1.294e+00  6.925e-01  0.000e+00 -6.539e-01  1.948e+00  2.839e-01  3.030e-01  1.007e-01  4.882e-03
  17175  1.96484e+00  1.293e+00  6.717e-01  0.000e+00 -6.539e-01  1.947e+00  2.914e-01  3.031e-01  7.413e-02  3.059e-03
  17200  2.15761e+00  1.293e+00  8.648e-01  0.000e+00 -6.541e-01  1.947e+00  4.032e-01  3.286e-01  1.269e-01  6.032e-03
  17225  2.05588e+00  1.287e+00  7.687e-01  0.000e+00 -6.528e-01  1.940e+00  3.384e-01  2.624e-01  1.592e-01  8.592e-03
  17250  2.15246e+00  1.288e+00  8.640e-01  0.000e+00 -6.526e-01  1.941e+00  4.670e-01  1.923e-01  1.936e-01  1.103e-02
